station_id,date,pollutant,value
4,2023-01-26,PM25,28.0
5,2023-01-26,NO2,
5,2023-01-26,O3,
6,2023-01-26,C6H6,1.8
6,2023-01-26,CO_8h,1.0
6,2023-01-26,NO2,72.0
6,2023-01-26,PM10,
6,2023-01-26,PM25,
7,2023-01-26,NO2,73.0
7,2023-01-26,O3,40.0
7,2023-01-26,PM10,23.0
8,2023-01-26,C6H6,
8,2023-01-26,CO_8h,
8,2023-01-26,NO2,
1,2023-01-25,NO2,
2,2023-01-25,C6H6,2.4
2,2023-01-25,NO2,67.0
2,2023-01-25,O3,30.0
2,2023-01-25,PM10,23.0
2,2023-01-25,PM25,14.0
2,2023-01-25,SO2,2.5
3,2023-01-25,CO_8h,1.4
3,2023-01-25,NO2,98.0
4,2023-01-25,C6H6,2.7
4,2023-01-25,CO_8h,1.9
4,2023-01-25,NO2,88.0
4,2023-01-25,PM10,33.0
4,2023-01-25,PM25,23.0
5,2023-01-25,NO2,
5,2023-01-25,O3,
6,2023-01-25,C6H6,
6,2023-01-25,CO_8h,1.4
6,2023-01-25,NO2,75.0
6,2023-01-25,PM10,
6,2023-01-25,PM25,
7,2023-01-25,NO2,72.0
7,2023-01-25,O3,35.0
7,2023-01-25,PM10,19.0
8,2023-01-25,C6H6,
8,2023-01-25,CO_8h,
8,2023-01-25,NO2,
1,2023-01-24,NO2,
2,2023-01-24,C6H6,3.1
2,2023-01-24,NO2,81.0
2,2023-01-24,O3,10.0
2,2023-01-24,PM10,47.0
2,2023-01-24,PM25,31.0
2,2023-01-24,SO2,5.0
3,2023-01-24,CO_8h,1.4
3,2023-01-24,NO2,86.0
4,2023-01-24,C6H6,3.1
4,2023-01-24,CO_8h,1.8
4,2023-01-24,NO2,94.0
4,2023-01-24,PM10,46.0
4,2023-01-24,PM25,30.0
5,2023-01-24,NO2,
5,2023-01-24,O3,
6,2023-01-24,C6H6,
6,2023-01-24,CO_8h,1.3
6,2023-01-24,NO2,85.0
6,2023-01-24,PM10,54.0
6,2023-01-24,PM25,35.0
7,2023-01-24,NO2,83.0
7,2023-01-24,O3,15.0
7,2023-01-24,PM10,35.0
8,2023-01-24,C6H6,
8,2023-01-24,CO_8h,
8,2023-01-24,NO2,
1,2023-01-23,NO2,
2,2023-01-23,C6H6,2.1
2,2023-01-23,NO2,60.0
2,2023-01-23,O3,39.0
2,2023-01-23,PM10,27.0
2,2023-01-23,PM25,21.0
2,2023-01-23,SO2,2.5
3,2023-01-23,CO_8h,1.0
3,2023-01-23,NO2,75.0
4,2023-01-23,C6H6,2.2
4,2023-01-23,CO_8h,1.0
4,2023-01-23,NO2,77.0
4,2023-01-23,PM10,30.0
4,2023-01-23,PM25,21.0
5,2023-01-23,NO2,
5,2023-01-23,O3,
6,2023-01-23,C6H6,
6,2023-01-23,CO_8h,1.0
6,2023-01-23,NO2,71.0
6,2023-01-23,PM10,32.0
6,2023-01-23,PM25,23.0
7,2023-01-23,NO2,73.0
7,2023-01-23,O3,37.0
7,2023-01-23,PM10,22.0
8,2023-01-23,C6H6,
8,2023-01-23,CO_8h,
8,2023-01-23,NO2,
1,2023-01-20,NO2,
2,2023-01-20,C6H6,1.4
2,2023-01-20,NO2,53.0
2,2023-01-20,O3,50.0
2,2023-01-20,PM10,17.0
2,2023-01-20,PM25,14.0
2,2023-01-20,SO2,2.5
3,2023-01-20,CO_8h,1.0
3,2023-01-20,NO2,72.0
4,2023-01-20,C6H6,1.8
4,2023-01-20,CO_8h,1.0
4,2023-01-20,NO2,81.0
4,2023-01-20,PM10,20.0
4,2023-01-20,PM25,18.0
5,2023-01-20,NO2,
5,2023-01-20,O3,
6,2023-01-20,C6H6,
6,2023-01-20,CO_8h,1.0
6,2023-01-20,NO2,70.0
6,2023-01-20,PM10,22.0
6,2023-01-20,PM25,19.0
7,2023-01-20,NO2,70.0
7,2023-01-20,O3,43.0
7,2023-01-20,PM10,14.0
8,2023-01-20,C6H6,
8,2023-01-20,CO_8h,
8,2023-01-20,NO2,
1,2023-01-19,NO2,
2,2023-01-19,C6H6,2.3
2,2023-01-19,NO2,54.0
2,2023-01-19,O3,19.0
2,2023-01-19,PM10,33.0
2,2023-01-19,PM25,26.0
2,2023-01-19,SO2,2.5
3,2023-01-19,CO_8h,1.0
3,2023-01-19,NO2,69.0
4,2023-01-19,C6H6,2.4
4,2023-01-19,CO_8h,1.0
4,2023-01-19,NO2,74.0
4,2023-01-19,PM10,32.0
4,2023-01-19,PM25,29.0
5,2023-01-19,NO2,
5,2023-01-19,O3,
6,2023-01-19,C6H6,
6,2023-01-19,CO_8h,1.0
6,2023-01-19,NO2,67.0
6,2023-01-19,PM10,41.0
6,2023-01-19,PM25,32.0
7,2023-01-19,NO2,65.0
7,2023-01-19,O3,21.0
7,2023-01-19,PM10,30.0
8,2023-01-19,C6H6,
8,2023-01-19,CO_8h,
8,2023-01-19,NO2,
1,2023-01-18,NO2,
2,2023-01-18,C6H6,1.9
2,2023-01-18,NO2,45.0
2,2023-01-18,O3,17.0
2,2023-01-18,PM10,24.0
2,2023-01-18,PM25,19.0
2,2023-01-18,SO2,2.5
3,2023-01-18,CO_8h,1.3
3,2023-01-18,NO2,61.0
4,2023-01-18,C6H6,2.3
4,2023-01-18,CO_8h,1.0
4,2023-01-18,NO2,65.0
4,2023-01-18,PM10,31.0
4,2023-01-18,PM25,26.0
5,2023-01-18,NO2,
5,2023-01-18,O3,
6,2023-01-18,C6H6,
6,2023-01-18,CO_8h,0.8
6,2023-01-18,NO2,61.0
6,2023-01-18,PM10,34.0
6,2023-01-18,PM25,26.0
7,2023-01-18,NO2,58.0
7,2023-01-18,O3,16.0
7,2023-01-18,PM10,20.0
8,2023-01-18,C6H6,
8,2023-01-18,CO_8h,
8,2023-01-18,NO2,
1,2023-01-17,NO2,
2,2023-01-17,C6H6,2.2
2,2023-01-17,NO2,46.0
2,2023-01-17,O3,15.0
2,2023-01-17,PM10,41.0
2,2023-01-17,PM25,27.0
2,2023-01-17,SO2,2.5
3,2023-01-17,CO_8h,1.4
3,2023-01-17,NO2,61.0
4,2023-01-17,C6H6,2.6
4,2023-01-17,CO_8h,1.1
4,2023-01-17,NO2,81.0
4,2023-01-17,PM10,45.0
4,2023-01-17,PM25,39.0
5,2023-01-17,NO2,
5,2023-01-17,O3,
6,2023-01-17,C6H6,1.4
6,2023-01-17,CO_8h,1.0
6,2023-01-17,NO2,76.0
6,2023-01-17,PM10,52.0
6,2023-01-17,PM25,38.0
7,2023-01-17,NO2,79.0
7,2023-01-17,O3,17.0
7,2023-01-17,PM10,37.0
8,2023-01-17,C6H6,
8,2023-01-17,CO_8h,
8,2023-01-17,NO2,
1,2023-01-16,NO2,
2,2023-01-16,C6H6,3.0
2,2023-01-16,NO2,53.0
2,2023-01-16,O3,5.0
2,2023-01-16,PM10,56.0
2,2023-01-16,PM25,43.0
2,2023-01-16,SO2,2.5
3,2023-01-16,CO_8h,1.2
3,2023-01-16,NO2,67.0
4,2023-01-16,C6H6,2.8
4,2023-01-16,CO_8h,1.2
4,2023-01-16,NO2,74.0
4,2023-01-16,PM10,57.0
4,2023-01-16,PM25,50.0
5,2023-01-16,NO2,
5,2023-01-16,O3,
6,2023-01-16,C6H6,1.6
6,2023-01-16,CO_8h,0.9
6,2023-01-16,NO2,66.0
6,2023-01-16,PM10,57.0
6,2023-01-16,PM25,48.0
7,2023-01-16,NO2,64.0
7,2023-01-16,O3,6.0
7,2023-01-16,PM10,42.0
8,2023-01-16,C6H6,
8,2023-01-16,CO_8h,
8,2023-01-16,NO2,
1,2023-01-13,NO2,
2,2023-01-13,C6H6,4.7
2,2023-01-13,NO2,95.0
2,2023-01-13,O3,6.0
2,2023-01-13,PM10,56.0
2,2023-01-13,PM25,40.0
2,2023-01-13,SO2,11.0
3,2023-01-13,CO_8h,1.7
3,2023-01-13,NO2,103.0
4,2023-01-13,C6H6,4.0
4,2023-01-13,CO_8h,1.6
4,2023-01-13,NO2,104.0
4,2023-01-13,PM10,57.0
4,2023-01-13,PM25,43.0
5,2023-01-13,NO2,
5,2023-01-13,O3,
6,2023-01-13,C6H6,2.4
6,2023-01-13,CO_8h,1.4
6,2023-01-13,NO2,107.0
6,2023-01-13,PM10,71.0
6,2023-01-13,PM25,48.0
7,2023-01-13,NO2,117.0
7,2023-01-13,O3,8.0
7,2023-01-13,PM10,49.0
8,2023-01-13,C6H6,
8,2023-01-13,CO_8h,
8,2023-01-13,NO2,
1,2023-01-12,NO2,
2,2023-01-12,C6H6,3.5
2,2023-01-12,NO2,81.0
2,2023-01-12,O3,7.0
2,2023-01-12,PM10,44.0
2,2023-01-12,PM25,28.0
2,2023-01-12,SO2,8.0
3,2023-01-12,CO_8h,1.5
3,2023-01-12,NO2,93.0
4,2023-01-12,C6H6,3.5
4,2023-01-12,CO_8h,1.4
4,2023-01-12,NO2,110.0
4,2023-01-12,PM10,44.0
4,2023-01-12,PM25,29.0
5,2023-01-12,NO2,
5,2023-01-12,O3,
6,2023-01-12,C6H6,2.0
6,2023-01-12,CO_8h,1.2
6,2023-01-12,NO2,95.0
6,2023-01-12,PM10,51.0
6,2023-01-12,PM25,34.0
7,2023-01-12,NO2,95.0
7,2023-01-12,O3,5.0
7,2023-01-12,PM10,37.0
8,2023-01-12,C6H6,
8,2023-01-12,CO_8h,
8,2023-01-12,NO2,
1,2023-01-11,NO2,
2,2023-01-11,C6H6,1.6
2,2023-01-11,NO2,78.0
2,2023-01-11,O3,69.0
2,2023-01-11,PM10,13.0
2,2023-01-11,PM25,6.0
2,2023-01-11,SO2,2.5
3,2023-01-11,CO_8h,1.3
3,2023-01-11,NO2,103.0
4,2023-01-11,C6H6,1.3
4,2023-01-11,CO_8h,1.0
4,2023-01-11,NO2,95.0
4,2023-01-11,PM10,9.0
4,2023-01-11,PM25,4.0
5,2023-01-11,NO2,
5,2023-01-11,O3,
6,2023-01-11,C6H6,1.2
6,2023-01-11,CO_8h,1.0
6,2023-01-11,NO2,95.0
6,2023-01-11,PM10,16.0
6,2023-01-11,PM25,9.0
7,2023-01-11,NO2,97.0
7,2023-01-11,O3,57.0
7,2023-01-11,PM10,14.0
8,2023-01-11,C6H6,
8,2023-01-11,CO_8h,
8,2023-01-11,NO2,
1,2023-01-10,NO2,
2,2023-01-10,C6H6,1.6
2,2023-01-10,NO2,52.0
2,2023-01-10,O3,66.0
2,2023-01-10,PM10,12.0
2,2023-01-10,PM25,9.0
2,2023-01-10,SO2,2.5
3,2023-01-10,CO_8h,0.9
3,2023-01-10,NO2,68.0
4,2023-01-10,C6H6,1.4
4,2023-01-10,CO_8h,1.2
4,2023-01-10,NO2,58.0
4,2023-01-10,PM10,12.0
4,2023-01-10,PM25,11.0
5,2023-01-10,NO2,
5,2023-01-10,O3,
6,2023-01-10,C6H6,1.2
6,2023-01-10,CO_8h,0.8
6,2023-01-10,NO2,69.0
6,2023-01-10,PM10,18.0
6,2023-01-10,PM25,10.0
7,2023-01-10,NO2,58.0
7,2023-01-10,O3,54.0
7,2023-01-10,PM10,11.0
8,2023-01-10,C6H6,
8,2023-01-10,CO_8h,
8,2023-01-10,NO2,
1,2023-01-09,NO2,
2,2023-01-09,C6H6,1.5
2,2023-01-09,NO2,32.0
2,2023-01-09,O3,11.0
2,2023-01-09,PM10,22.0
2,2023-01-09,PM25,16.0
2,2023-01-09,SO2,2.5
3,2023-01-09,CO_8h,0.8
3,2023-01-09,NO2,43.0
4,2023-01-09,C6H6,1.9
4,2023-01-09,CO_8h,1.2
4,2023-01-09,NO2,50.0
4,2023-01-09,PM10,27.0
4,2023-01-09,PM25,25.0
5,2023-01-09,NO2,
5,2023-01-09,O3,
6,2023-01-09,C6H6,1.3
6,2023-01-09,CO_8h,0.7
6,2023-01-09,NO2,42.0
6,2023-01-09,PM10,25.0
6,2023-01-09,PM25,20.0
7,2023-01-09,NO2,40.0
7,2023-01-09,O3,12.0
7,2023-01-09,PM10,15.0
8,2023-01-09,C6H6,
8,2023-01-09,CO_8h,
8,2023-01-09,NO2,
1,2023-01-05,NO2,
2,2023-01-05,C6H6,2.3
2,2023-01-05,NO2,35.0
2,2023-01-05,O3,11.0
2,2023-01-05,PM10,27.0
2,2023-01-05,PM25,21.0
2,2023-01-05,SO2,2.5
3,2023-01-05,CO_8h,1.0
3,2023-01-05,NO2,47.0
4,2023-01-05,C6H6,2.2
4,2023-01-05,CO_8h,1.3
4,2023-01-05,NO2,52.0
4,2023-01-05,PM10,28.0
4,2023-01-05,PM25,23.0
5,2023-01-05,NO2,
5,2023-01-05,O3,
6,2023-01-05,C6H6,1.4
6,2023-01-05,CO_8h,0.9
6,2023-01-05,NO2,45.0
6,2023-01-05,PM10,33.0
6,2023-01-05,PM25,23.0
7,2023-01-05,NO2,41.0
7,2023-01-05,O3,14.0
7,2023-01-05,PM10,19.0
8,2023-01-05,C6H6,
8,2023-01-05,CO_8h,
8,2023-01-05,NO2,
1,2023-01-04,NO2,
2,2023-01-04,C6H6,2.1
2,2023-01-04,NO2,27.0
2,2023-01-04,O3,2.0
2,2023-01-04,PM10,17.0
2,2023-01-04,PM25,14.0
2,2023-01-04,SO2,2.5
3,2023-01-04,CO_8h,0.9
3,2023-01-04,NO2,39.0
4,2023-01-04,C6H6,2.5
4,2023-01-04,CO_8h,1.3
4,2023-01-04,NO2,51.0
4,2023-01-04,PM10,19.0
4,2023-01-04,PM25,17.0
5,2023-01-04,NO2,
5,2023-01-04,O3,
6,2023-01-04,C6H6,1.5
6,2023-01-04,CO_8h,0.9
6,2023-01-04,NO2,40.0
6,2023-01-04,PM10,17.0
6,2023-01-04,PM25,14.0
7,2023-01-04,NO2,38.0
7,2023-01-04,O3,2.0
7,2023-01-04,PM10,11.0
8,2023-01-04,C6H6,
8,2023-01-04,CO_8h,
8,2023-01-04,NO2,
1,2023-01-03,NO2,
2,2023-01-03,C6H6,2.5
2,2023-01-03,NO2,35.0
2,2023-01-03,O3,2.0
2,2023-01-03,PM10,25.0
2,2023-01-03,PM25,21.0
2,2023-01-03,SO2,2.5
3,2023-01-03,CO_8h,0.9
3,2023-01-03,NO2,40.0
4,2023-01-03,C6H6,2.5
4,2023-01-03,CO_8h,1.4
4,2023-01-03,NO2,49.0
4,2023-01-03,PM10,29.0
4,2023-01-03,PM25,27.0
5,2023-01-03,NO2,
5,2023-01-03,O3,
6,2023-01-03,C6H6,1.7
6,2023-01-03,CO_8h,1.0
6,2023-01-03,NO2,42.0
6,2023-01-03,PM10,29.0
6,2023-01-03,PM25,24.0
7,2023-01-03,NO2,43.0
7,2023-01-03,O3,7.0
7,2023-01-03,PM10,18.0
8,2023-01-03,C6H6,
8,2023-01-03,CO_8h,
8,2023-01-03,NO2,
1,2023-01-02,NO2,
2,2023-01-02,C6H6,2.7
2,2023-01-02,NO2,26.0
2,2023-01-02,O3,2.0
2,2023-01-02,PM10,57.0
2,2023-01-02,PM25,48.0
2,2023-01-02,SO2,2.5
3,2023-01-02,CO_8h,0.9
3,2023-01-02,NO2,32.0
4,2023-01-02,C6H6,2.3
4,2023-01-02,CO_8h,1.2
4,2023-01-02,NO2,41.0
4,2023-01-02,PM10,66.0
4,2023-01-02,PM25,62.0
5,2023-01-02,NO2,
5,2023-01-02,O3,
6,2023-01-02,C6H6,1.9
6,2023-01-02,CO_8h,1.0
6,2023-01-02,NO2,39.0
6,2023-01-02,PM10,58.0
6,2023-01-02,PM25,53.0
7,2023-01-02,NO2,38.0
7,2023-01-02,O3,6.0
7,2023-01-02,PM10,47.0
8,2023-01-02,C6H6,
8,2023-01-02,CO_8h,
8,2023-01-02,NO2,
1,2022-12-30,NO2,
2,2022-12-30,C6H6,2.7
2,2022-12-30,NO2,43.0
2,2022-12-30,O3,2.0
2,2022-12-30,PM10,56.0
2,2022-12-30,PM25,44.0
2,2022-12-30,SO2,2.5
3,2022-12-30,CO_8h,1.0
3,2022-12-30,NO2,42.0
4,2022-12-30,C6H6,3.1
4,2022-12-30,CO_8h,1.3
4,2022-12-30,NO2,63.0
4,2022-12-30,PM10,66.0
4,2022-12-30,PM25,58.0
5,2022-12-30,NO2,
5,2022-12-30,O3,
6,2022-12-30,C6H6,1.8
6,2022-12-30,CO_8h,1.1
6,2022-12-30,NO2,53.0
6,2022-12-30,PM10,56.0
6,2022-12-30,PM25,46.0
7,2022-12-30,NO2,49.0
7,2022-12-30,O3,2.0
7,2022-12-30,PM10,47.0
8,2022-12-30,C6H6,
8,2022-12-30,CO_8h,
8,2022-12-30,NO2,
1,2022-12-29,NO2,
2,2022-12-29,C6H6,2.8
2,2022-12-29,NO2,60.0
2,2022-12-29,O3,6.0
2,2022-12-29,PM10,52.0
2,2022-12-29,PM25,42.0
2,2022-12-29,SO2,2.5
3,2022-12-29,CO_8h,1.2
3,2022-12-29,NO2,44.0
4,2022-12-29,C6H6,2.9
4,2022-12-29,CO_8h,1.7
4,2022-12-29,NO2,61.0
4,2022-12-29,PM10,58.0
4,2022-12-29,PM25,52.0
5,2022-12-29,NO2,
5,2022-12-29,O3,
6,2022-12-29,C6H6,1.8
6,2022-12-29,CO_8h,1.0
6,2022-12-29,NO2,55.0
6,2022-12-29,PM10,57.0
6,2022-12-29,PM25,46.0
7,2022-12-29,NO2,51.0
7,2022-12-29,O3,7.0
7,2022-12-29,PM10,44.0
8,2022-12-29,C6H6,
8,2022-12-29,CO_8h,
8,2022-12-29,NO2,
1,2022-12-28,NO2,
2,2022-12-28,C6H6,3.4
2,2022-12-28,NO2,61.0
2,2022-12-28,O3,14.0
2,2022-12-28,PM10,46.0
2,2022-12-28,PM25,37.0
2,2022-12-28,SO2,6.0
3,2022-12-28,CO_8h,1.2
3,2022-12-28,NO2,49.0
4,2022-12-28,C6H6,3.2
4,2022-12-28,CO_8h,1.8
4,2022-12-28,NO2,63.0
4,2022-12-28,PM10,47.0
4,2022-12-28,PM25,41.0
5,2022-12-28,NO2,
5,2022-12-28,O3,
6,2022-12-28,C6H6,2.3
6,2022-12-28,CO_8h,1.2
6,2022-12-28,NO2,84.0
6,2022-12-28,PM10,52.0
6,2022-12-28,PM25,39.0
7,2022-12-28,NO2,46.0
7,2022-12-28,O3,20.0
7,2022-12-28,PM10,38.0
8,2022-12-28,C6H6,
8,2022-12-28,CO_8h,
8,2022-12-28,NO2,
1,2022-12-27,NO2,
2,2022-12-27,C6H6,2.8
2,2022-12-27,NO2,41.0
2,2022-12-27,O3,2.0
2,2022-12-27,PM10,47.0
2,2022-12-27,PM25,37.0
2,2022-12-27,SO2,2.5
3,2022-12-27,CO_8h,
3,2022-12-27,NO2,
4,2022-12-27,C6H6,2.6
4,2022-12-27,CO_8h,1.5
4,2022-12-27,NO2,46.0
4,2022-12-27,PM10,52.0
4,2022-12-27,PM25,46.0
5,2022-12-27,NO2,
5,2022-12-27,O3,
6,2022-12-27,C6H6,2.1
6,2022-12-27,CO_8h,1.1
6,2022-12-27,NO2,43.0
6,2022-12-27,PM10,51.0
6,2022-12-27,PM25,36.0
7,2022-12-27,NO2,37.0
7,2022-12-27,O3,2.0
7,2022-12-27,PM10,42.0
8,2022-12-27,C6H6,
8,2022-12-27,CO_8h,
8,2022-12-27,NO2,
1,2022-12-23,NO2,
2,2022-12-23,C6H6,3.0
2,2022-12-23,NO2,65.0
2,2022-12-23,O3,5.0
2,2022-12-23,PM10,46.0
2,2022-12-23,PM25,37.0
2,2022-12-23,SO2,2.5
3,2022-12-23,CO_8h,1.1
3,2022-12-23,NO2,61.0
4,2022-12-23,C6H6,3.0
4,2022-12-23,CO_8h,1.4
4,2022-12-23,NO2,75.0
4,2022-12-23,PM10,48.0
4,2022-12-23,PM25,41.0
5,2022-12-23,NO2,
5,2022-12-23,O3,
6,2022-12-23,C6H6,2.1
6,2022-12-23,CO_8h,1.0
6,2022-12-23,NO2,64.0
6,2022-12-23,PM10,57.0
6,2022-12-23,PM25,44.0
7,2022-12-23,NO2,54.0
7,2022-12-23,O3,5.0
7,2022-12-23,PM10,42.0
8,2022-12-23,C6H6,
8,2022-12-23,CO_8h,
8,2022-12-23,NO2,
1,2022-12-22,NO2,
2,2022-12-22,C6H6,2.4
2,2022-12-22,NO2,71.0
2,2022-12-22,O3,24.0
2,2022-12-22,PM10,38.0
2,2022-12-22,PM25,30.0
2,2022-12-22,SO2,2.5
3,2022-12-22,CO_8h,0.9
3,2022-12-22,NO2,66.0
4,2022-12-22,C6H6,2.1
4,2022-12-22,CO_8h,1.0
4,2022-12-22,NO2,72.0
4,2022-12-22,PM10,38.0
4,2022-12-22,PM25,34.0
5,2022-12-22,NO2,
5,2022-12-22,O3,
6,2022-12-22,C6H6,2.0
6,2022-12-22,CO_8h,0.9
6,2022-12-22,NO2,67.0
6,2022-12-22,PM10,48.0
6,2022-12-22,PM25,34.0
7,2022-12-22,NO2,63.0
7,2022-12-22,O3,22.0
7,2022-12-22,PM10,35.0
8,2022-12-22,C6H6,
8,2022-12-22,CO_8h,
8,2022-12-22,NO2,
1,2022-12-21,NO2,
2,2022-12-21,C6H6,3.1
2,2022-12-21,NO2,58.0
2,2022-12-21,O3,7.0
2,2022-12-21,PM10,46.0
2,2022-12-21,PM25,37.0
2,2022-12-21,SO2,2.5
3,2022-12-21,CO_8h,1.0
3,2022-12-21,NO2,49.0
4,2022-12-21,C6H6,2.7
4,2022-12-21,CO_8h,1.1
4,2022-12-21,NO2,58.0
4,2022-12-21,PM10,45.0
4,2022-12-21,PM25,38.0
5,2022-12-21,NO2,
5,2022-12-21,O3,
6,2022-12-21,C6H6,2.1
6,2022-12-21,CO_8h,1.0
6,2022-12-21,NO2,56.0
6,2022-12-21,PM10,56.0
6,2022-12-21,PM25,44.0
7,2022-12-21,NO2,49.0
7,2022-12-21,O3,8.0
7,2022-12-21,PM10,43.0
8,2022-12-21,C6H6,
8,2022-12-21,CO_8h,
8,2022-12-21,NO2,
1,2022-12-20,NO2,
2,2022-12-20,C6H6,3.0
2,2022-12-20,NO2,52.0
2,2022-12-20,O3,5.0
2,2022-12-20,PM10,47.0
2,2022-12-20,PM25,35.0
2,2022-12-20,SO2,2.5
3,2022-12-20,CO_8h,1.0
3,2022-12-20,NO2,46.0
4,2022-12-20,C6H6,2.7
4,2022-12-20,CO_8h,1.0
4,2022-12-20,NO2,52.0
4,2022-12-20,PM10,45.0
4,2022-12-20,PM25,39.0
5,2022-12-20,NO2,
5,2022-12-20,O3,
6,2022-12-20,C6H6,1.9
6,2022-12-20,CO_8h,1.0
6,2022-12-20,NO2,50.0
6,2022-12-20,PM10,54.0
6,2022-12-20,PM25,41.0
7,2022-12-20,NO2,42.0
7,2022-12-20,O3,5.0
7,2022-12-20,PM10,42.0
8,2022-12-20,C6H6,
8,2022-12-20,CO_8h,
8,2022-12-20,NO2,
1,2022-12-19,NO2,
2,2022-12-19,C6H6,3.1
2,2022-12-19,NO2,50.0
2,2022-12-19,O3,11.0
2,2022-12-19,PM10,37.0
2,2022-12-19,PM25,28.0
2,2022-12-19,SO2,2.5
3,2022-12-19,CO_8h,1.1
3,2022-12-19,NO2,44.0
4,2022-12-19,C6H6,2.6
4,2022-12-19,CO_8h,1.2
4,2022-12-19,NO2,51.0
4,2022-12-19,PM10,34.0
4,2022-12-19,PM25,30.0
5,2022-12-19,NO2,
5,2022-12-19,O3,
6,2022-12-19,C6H6,1.7
6,2022-12-19,CO_8h,1.0
6,2022-12-19,NO2,52.0
6,2022-12-19,PM10,46.0
6,2022-12-19,PM25,35.0
7,2022-12-19,NO2,43.0
7,2022-12-19,O3,9.0
7,2022-12-19,PM10,35.0
8,2022-12-19,C6H6,
8,2022-12-19,CO_8h,
8,2022-12-19,NO2,
1,2022-12-16,NO2,
2,2022-12-16,C6H6,3.1
2,2022-12-16,NO2,72.0
2,2022-12-16,O3,2.0
2,2022-12-16,PM10,44.0
2,2022-12-16,PM25,
2,2022-12-16,SO2,2.5
3,2022-12-16,CO_8h,1.2
3,2022-12-16,NO2,71.0
4,2022-12-16,C6H6,3.8
4,2022-12-16,CO_8h,1.8
4,2022-12-16,NO2,91.0
4,2022-12-16,PM10,59.0
4,2022-12-16,PM25,48.0
5,2022-12-16,NO2,
5,2022-12-16,O3,
6,2022-12-16,C6H6,1.9
6,2022-12-16,CO_8h,1.3
6,2022-12-16,NO2,73.0
6,2022-12-16,PM10,54.0
6,2022-12-16,PM25,40.0
7,2022-12-16,NO2,70.0
7,2022-12-16,O3,4.0
7,2022-12-16,PM10,30.0
8,2022-12-16,C6H6,
8,2022-12-16,CO_8h,
8,2022-12-16,NO2,
1,2022-12-15,NO2,
2,2022-12-15,C6H6,2.5
2,2022-12-15,NO2,68.0
2,2022-12-15,O3,9.0
2,2022-12-15,PM10,49.0
2,2022-12-15,PM25,
2,2022-12-15,SO2,2.5
3,2022-12-15,CO_8h,1.0
3,2022-12-15,NO2,63.0
4,2022-12-15,C6H6,2.5
4,2022-12-15,CO_8h,0.9
4,2022-12-15,NO2,74.0
4,2022-12-15,PM10,52.0
4,2022-12-15,PM25,42.0
5,2022-12-15,NO2,
5,2022-12-15,O3,
6,2022-12-15,C6H6,1.5
6,2022-12-15,CO_8h,1.0
6,2022-12-15,NO2,77.0
6,2022-12-15,PM10,55.0
6,2022-12-15,PM25,43.0
7,2022-12-15,NO2,55.0
7,2022-12-15,O3,7.0
7,2022-12-15,PM10,40.0
8,2022-12-15,C6H6,
8,2022-12-15,CO_8h,
8,2022-12-15,NO2,
1,2022-12-14,NO2,
2,2022-12-14,C6H6,2.1
2,2022-12-14,NO2,65.0
2,2022-12-14,O3,14.0
2,2022-12-14,PM10,36.0
2,2022-12-14,PM25,
2,2022-12-14,SO2,2.5
3,2022-12-14,CO_8h,1.2
3,2022-12-14,NO2,50.0
4,2022-12-14,C6H6,
4,2022-12-14,CO_8h,0.8
4,2022-12-14,NO2,58.0
4,2022-12-14,PM10,40.0
4,2022-12-14,PM25,31.0
5,2022-12-14,NO2,
5,2022-12-14,O3,
6,2022-12-14,C6H6,1.4
6,2022-12-14,CO_8h,0.9
6,2022-12-14,NO2,59.0
6,2022-12-14,PM10,46.0
6,2022-12-14,PM25,36.0
7,2022-12-14,NO2,49.0
7,2022-12-14,O3,18.0
7,2022-12-14,PM10,32.0
8,2022-12-14,C6H6,
8,2022-12-14,CO_8h,
8,2022-12-14,NO2,
1,2022-12-13,NO2,
2,2022-12-13,C6H6,1.7
2,2022-12-13,NO2,70.0
2,2022-12-13,O3,23.0
2,2022-12-13,PM10,25.0
2,2022-12-13,PM25,
2,2022-12-13,SO2,2.5
3,2022-12-13,CO_8h,1.2
3,2022-12-13,NO2,67.0
4,2022-12-13,C6H6,2.1
4,2022-12-13,CO_8h,0.7
4,2022-12-13,NO2,73.0
4,2022-12-13,PM10,33.0
4,2022-12-13,PM25,22.0
5,2022-12-13,NO2,
5,2022-12-13,O3,
6,2022-12-13,C6H6,1.2
6,2022-12-13,CO_8h,0.8
6,2022-12-13,NO2,65.0
6,2022-12-13,PM10,34.0
6,2022-12-13,PM25,25.0
7,2022-12-13,NO2,56.0
7,2022-12-13,O3,29.0
7,2022-12-13,PM10,24.0
8,2022-12-13,C6H6,
8,2022-12-13,CO_8h,
8,2022-12-13,NO2,
1,2022-12-12,NO2,
2,2022-12-12,C6H6,1.9
2,2022-12-12,NO2,61.0
2,2022-12-12,O3,22.0
2,2022-12-12,PM10,
2,2022-12-12,PM25,
2,2022-12-12,SO2,2.5
3,2022-12-12,CO_8h,0.9
3,2022-12-12,NO2,54.0
4,2022-12-12,C6H6,2.0
4,2022-12-12,CO_8h,0.6
4,2022-12-12,NO2,59.0
4,2022-12-12,PM10,22.0
4,2022-12-12,PM25,14.0
5,2022-12-12,NO2,
5,2022-12-12,O3,
6,2022-12-12,C6H6,1.3
6,2022-12-12,CO_8h,0.8
